IMEI,Private IP,Private Port,Public IP,Public Port,Dest IP,DEST PORT,MSISDN,IMSI,Start Date,Start Time,End Date,End Time,CELL_ID,Uplink Volume,Downlink Volume,Total Volume,I_RATTYPE
7003530430,192.244.146.180,4090,63.51.23.218,2266,170.249.28.54,443,890782786856,7664498252,14-06-2020,01:10:41,14-06-2020,14:59:33,907,0.01,0.0,0.01,2G
7003530430,172.25.1.248,1770,26.200.76.78,7178,101.220.64.187,8013,644870241311,9065593579,12-06-2020,15:21:21,14-06-2020,01:28:42,403,0.0,0.08,0.08,2G
7003530430,10.31.172.9,9196,251.35.199.67,6021,139.161.191.77,443_,167963965884,9414784151,11-06-2020,19:44:28,17-06-2020,06:47:38,854,0.05,0.09,0.14,2G
7003530430,192.151.128.225,813,101.246.61.105,5103,145.81.69.90,993,365854923760,8161015636,10-06-2020,05:52:24,15-06-2020,18:23:09,501,0.06,0.09,0.15,2G
7003530430,192.252.135.190,8466,112.230.230.92,9642,80.178.14.173,8013,207690076527,9247134248,17-06-2020,08:36:08,19-06-2020,12:18:47,234,0.0,0.08,0.08,2G
7003530430,192.9.0.239,8966,95.122.74.107,1116,227.45.48.39,5222,117061866554,8417611942,16-06-2020,20:48:28,17-06-2020,06:54:43,969,0.06,0.07,0.13,2G
7003530430,172.27.202.28,3719,236.11.131.45,5500,187.236.223.207,3478-3481,654155724243,9297326120,02-06-2020,14:03:57,17-06-2020,18:38:15,853,0.04,0.05,0.09,3G
7003530430,192.48.61.80,4789,81.70.146.204,4753,90.123.199.222,40023,880447878357,7580863690,02-06-2020,17:33:23,17-06-2020,16:31:38,659,0.07,0.07,0.14,3G
7003530430,172.19.235.116,5478,109.217.17.2,1076,200.170.243.156,443,891335102235,9965822325,05-06-2020,01:38:16,14-06-2020,20:09:26,460,0.09,0.06,0.15,3G
7003530430,192.188.152.115,5292,3.196.176.72,4760,111.102.155.128,80,520142217555,9847822798,13-06-2020,08:38:50,18-06-2020,06:04:59,413,0.03,0.05,0.08,2G
7003530430,172.28.253.197,247,138.76.96.135,1228,140.181.45.76,61076,759514167336,9884382460,10-06-2020,00:26:32,10-06-2020,03:28:54,389,0.07,0.07,0.14,3G
7003530430,192.77.137.114,7110,184.223.88.59,9796,209.99.215.132,5242,109648186261,9248271052,15-06-2020,22:56:25,20-06-2020,13:05:47,168,0.02,0.05,0.07,2G
7003530430,192.215.217.149,8139,242.142.41.23,9905,157.18.14.111,4244,698892723045,8509705944,08-06-2020,14:13:52,10-06-2020,16:22:06,858,0.06,0.0,0.06,3G
7003530430,10.4.31.176,8409,14.72.130.72,4185,243.187.29.225,40023,967287217515,7357336982,18-06-2020,16:24:38,20-06-2020,16:59:50,889,0.08,0.08,0.16,2G
7003530430,172.19.253.114,6747,56.168.212.238,9864,146.118.204.216,40029,512152286019,8003345365,17-06-2020,21:11:08,17-06-2020,21:12:10,857,0.05,0.09,0.14,3G
7003530430,10.82.90.10,6550,113.229.152.127,5967,38.28.122.160,40004,178468630692,8931513746,01-06-2020,02:40:25,14-06-2020,22:45:53,162,0.07,0.09,0.16,3G
7003530430,172.22.77.192,7386,19.111.101.150,3174,227.95.205.155,8017,696419678589,7073734737,10-06-2020,17:10:50,15-06-2020,06:13:12,975,0.0,0.0,0.0,3G
7003530430,192.7.85.16,4173,190.1.245.98,2767,213.184.160.159,40020,818887403372,7484052716,04-06-2020,05:00:22,19-06-2020,14:36:01,521,0.08,0.06,0.14,2G
7003530430,192.38.132.168,4717,237.174.224.88,2868,158.185.150.17,8009,715024902083,8664355019,16-06-2020,17:59:12,19-06-2020,04:48:55,802,0.08,0.05,0.13,3G
7003530430,192.125.91.103,2490,188.72.158.71,773,222.50.250.108,51637,454952056563,9112656511,01-06-2020,18:24:40,16-06-2020,08:33:37,328,0.01,0.04,0.05,2G
7003530430,172.20.231.6,513,82.22.193.96,5404,187.248.234.16,40001,538330943324,9744320794,19-06-2020,17:59:11,20-06-2020,01:56:44,124,0.04,0.03,0.07,2G
7003530430,192.67.249.191,1436,162.251.66.47,3008,156.194.228.28,40017,540124514812,7098491036,14-06-2020,14:17:35,16-06-2020,01:40:28,457,0.06,0.06,0.12,3G
7003530430,10.128.199.95,8168,45.97.18.138,7280,165.171.32.44,443,195334895182,9466444241,15-06-2020,20:54:01,20-06-2020,11:04:16,384,0.08,0.06,0.14,2G
7003530430,172.25.90.4,1045,245.116.90.127,3513,169.3.236.66,5228,962807530381,7162804388,06-06-2020,01:24:17,18-06-2020,00:58:32,649,0.06,0.08,0.14,3G
7003530430,192.12.155.172,1944,163.143.146.153,3600,214.35.2.102,8024,676492565967,9735230406,13-06-2020,20:32:17,18-06-2020,22:31:22,731,0.02,0.09,0.11,2G
7003530430,172.25.9.99,6889,36.54.35.34,2972,68.3.160.146,3478-3481,314060656166,8347083059,13-06-2020,01:42:05,17-06-2020,06:59:47,558,0.01,0.06,0.06999999999999999,3G
7003530430,10.52.1.84,7009,147.13.227.211,5326,203.213.202.11,993,825240892637,9825701101,04-06-2020,13:37:51,04-06-2020,19:28:43,231,0.06,0.07,0.13,3G
7003530430,192.201.70.227,8748,170.225.246.191,615,150.166.246.75,58128,781322752360,8382881215,10-06-2020,03:07:37,16-06-2020,10:05:52,699,0.04,0.05,0.09,2G
7003530430,172.30.237.176,5674,195.220.144.155,2871,236.131.189.39,40034,182422254568,9616460262,12-06-2020,16:25:07,14-06-2020,00:27:17,179,0.02,0.01,0.03,2G
7003530430,10.19.118.253,272,83.137.170.219,4136,105.195.217.5,8081,148335680340,8522811759,03-06-2020,06:10:54,20-06-2020,20:08:36,954,0.07,0.08,0.15000000000000002,2G
7003530430,10.24.233.93,9952,38.190.215.80,9140,138.87.245.26,40034,725464109732,9302217009,12-06-2020,05:41:09,20-06-2020,18:16:56,651,0.04,0.06,0.1,3G
7003530430,192.141.53.116,244,177.138.43.55,8167,65.92.83.122,40031,311228841385,9259873943,06-06-2020,19:45:30,12-06-2020,22:42:56,373,0.09,0.07,0.16,2G
7003530430,192.97.147.23,5750,188.66.166.45,4899,0.3.122.133,5223,189699579769,8502611837,12-06-2020,16:28:16,17-06-2020,03:32:51,631,0.08,0.0,0.08,2G
7003530430,192.219.86.92,2947,200.119.207.187,3140,202.84.43.241,8081,280144794063,9061488625,09-06-2020,03:30:26,09-06-2020,09:33:54,953,0.01,0.02,0.03,3G
7003530430,10.201.185.224,5613,136.65.95.200,5634,117.67.232.15,8003,769394438012,9154428395,06-06-2020,06:30:59,16-06-2020,05:51:43,717,0.08,0.04,0.12,2G
7003530430,10.199.149.17,3559,156.227.56.115,4096,235.129.7.226,8003,640777426136,8415094574,11-06-2020,09:32:46,19-06-2020,11:33:23,583,0.07,0.09,0.16,2G
7011143196,192.146.225.229,6810,201.144.67.193,9802,254.154.86.85,5222,716007719637,9480793662,07-06-2020,05:58:43,10-06-2020,10:20:56,177,0.09,0.0,0.09,3G
7011143196,10.218.103.184,8423,247.90.187.25,1950,33.68.101.249,40008,438893064839,8684213000,14-06-2020,11:12:51,20-06-2020,11:51:03,741,0.08,0.07,0.15000000000000002,2G
7011143196,172.30.197.60,5955,6.6.224.213,6564,218.77.196.39,40001,509606197338,9176667358,15-06-2020,07:22:42,17-06-2020,00:19:12,137,0.08,0.06,0.14,2G
7011143196,172.31.199.122,1745,78.45.111.96,2734,180.223.141.69,7275,777634298151,7769638262,02-06-2020,05:00:57,16-06-2020,04:55:13,548,0.06,0.0,0.06,2G
7011143196,172.29.147.207,2204,178.166.220.174,7324,198.126.241.254,40034,633829243193,7548746188,08-06-2020,15:41:09,16-06-2020,23:29:56,549,0.05,0.08,0.13,3G
7011143196,172.24.133.127,3550,5.130.141.58,4004,70.143.37.179,8017,168956295432,7700131599,04-06-2020,03:21:32,08-06-2020,14:39:41,858,0.09,0.08,0.16999999999999998,2G
7011143196,172.18.91.183,1299,128.194.221.74,5498,74.23.18.174,80,168853448245,8639556645,09-06-2020,17:53:04,20-06-2020,07:39:32,761,0.09,0.03,0.12,3G
7011143196,10.90.208.148,4962,116.115.233.123,3759,51.193.173.109,443,244260745338,9377636962,20-06-2020,06:42:36,20-06-2020,20:41:16,349,0.05,0.0,0.05,3G
7011143196,172.30.138.190,9633,3.164.71.206,2019,109.96.164.54,40001,379154508468,8951660507,02-06-2020,21:19:52,12-06-2020,05:24:59,165,0.09,0.01,0.09999999999999999,3G
7011143196,10.149.25.72,4521,125.32.244.193,786,54.12.251.55,443,942870619899,8075546680,15-06-2020,22:12:36,20-06-2020,18:39:24,430,0.07,0.04,0.11000000000000001,2G
7011143196,10.145.76.15,6647,112.105.68.92,6845,183.145.55.93,58128,362407399533,7588302854,17-06-2020,12:08:52,17-06-2020,15:03:33,985,0.03,0.09,0.12,3G
7011143196,192.29.167.90,6335,131.189.151.62,374,232.75.117.254,8027,478220232316,9754457992,03-06-2020,15:13:57,11-06-2020,19:25:50,690,0.04,0.07,0.11000000000000001,2G
7011143196,172.29.73.44,1977,169.230.38.154,4019,92.196.118.225,40017,183918378979,7722771445,04-06-2020,14:12:45,15-06-2020,09:26:55,908,0.0,0.07,0.07,2G
7011143196,172.22.130.109,4513,50.25.234.26,1453,200.114.231.207,40005,254807067220,9444518626,11-06-2020,12:37:44,12-06-2020,08:25:23,585,0.0,0.02,0.02,3G
7011143196,10.215.17.104,1441,186.20.180.201,4993,126.124.213.222,5223,202662614073,7312237317,16-06-2020,05:10:48,16-06-2020,15:38:01,592,0.01,0.04,0.05,3G
7011143196,192.52.109.214,5627,70.37.83.151,3522,46.190.232.115,40031,984208877572,8150402830,20-06-2020,01:27:48,20-06-2020,08:36:32,789,0.04,0.08,0.12,2G
7011143196,10.191.153.56,6393,32.108.135.106,2452,11.224.237.204,143,367733179467,9513475454,14-06-2020,23:57:22,17-06-2020,22:54:39,474,0.08,0.02,0.1,3G
7011143196,192.60.200.50,5306,0.44.118.89,6317,237.133.212.247,8024,788151592789,8407678961,06-06-2020,08:26:00,16-06-2020,00:43:14,509,0.01,0.01,0.02,3G
7011143196,192.214.129.23,553,169.4.95.104,394,64.67.239.45,40019,696067423326,8353040383,14-06-2020,17:51:09,20-06-2020,19:38:47,781,0.06,0.06,0.12,3G
7011143196,192.188.39.13,5082,205.220.138.9,5573,177.56.196.72,5222,679185603996,7405660884,06-06-2020,23:45:48,07-06-2020,07:56:40,805,0.0,0.08,0.08,2G
7011143196,192.220.112.246,6430,201.247.86.154,5542,42.157.196.199,443,846693037221,9884286836,09-06-2020,08:41:50,10-06-2020,12:55:53,810,0.05,0.04,0.09,2G
7011143196,172.30.125.109,8011,60.125.15.142,2980,6.120.27.149,8003,672979437900,7817481799,09-06-2020,14:02:45,09-06-2020,19:13:54,269,0.06,0.04,0.1,3G
7011143196,172.27.169.23,3108,74.156.64.239,9467,220.60.89.77,7275,334120474435,9258521437,10-06-2020,08:51:39,12-06-2020,00:01:03,723,0.07,0.05,0.12000000000000001,3G
7011143196,192.113.96.197,9001,173.134.223.56,8923,249.112.111.242,8080,543272570129,8353738575,04-06-2020,14:56:18,08-06-2020,11:31:33,212,0.08,0.04,0.12,2G
7011143196,192.87.108.216,3331,218.5.198.227,971,173.24.11.40,143,227251282316,8712380173,04-06-2020,17:03:44,08-06-2020,21:45:23,501,0.07,0.04,0.11000000000000001,2G
7011143196,192.190.172.188,3884,132.54.171.221,2585,96.129.197.204,443,395808451984,8343885821,11-06-2020,20:12:22,13-06-2020,20:44:05,107,0.03,0.09,0.12,3G
7011143196,10.6.143.251,3303,7.160.194.47,6056,103.14.210.21,443,426512479649,8903690088,09-06-2020,11:36:08,11-06-2020,14:23:55,677,0.07,0.0,0.07,2G
7011143196,192.15.151.207,4639,74.166.200.166,6671,222.26.58.88,40008,395097899099,7125005054,10-06-2020,13:01:05,10-06-2020,19:05:44,397,0.06,0.08,0.14,3G
7011143196,10.113.10.228,6724,187.36.218.110,743,215.0.198.20,5223,343520444456,7622411889,19-06-2020,00:03:37,20-06-2020,08:39:14,291,0.09,0.02,0.11,3G
7011143196,172.30.21.180,8503,176.17.52.254,9175,251.157.116.4,5228,268028531642,8424536753,02-06-2020,07:54:08,19-06-2020,05:16:04,966,0.01,0.05,0.060000000000000005,3G
7011143196,192.115.40.20,2825,108.113.141.205,3704,110.74.153.226,443,757101824383,9883521075,12-06-2020,00:35:53,14-06-2020,01:43:25,841,0.0,0.06,0.06,3G
7011143196,10.132.41.237,9436,99.170.60.94,1965,67.102.146.98,40017,168334978199,8581758587,01-06-2020,19:01:14,11-06-2020,05:54:25,969,0.06,0.06,0.12,3G
7011143196,172.20.121.61,3461,162.62.114.59,5349,57.212.33.231,40020,988673463395,8743428290,12-06-2020,21:07:31,15-06-2020,07:21:09,905,0.01,0.03,0.04,3G
7011143196,10.44.209.27,737,62.191.29.116,4384,231.80.3.43,40004,905284140894,8171716452,10-06-2020,06:35:36,18-06-2020,22:11:35,439,0.07,0.08,0.15000000000000002,2G
7011143196,192.191.44.244,4332,75.111.228.186,4040,254.79.220.138,40001,888181919861,8585220729,05-06-2020,22:56:00,20-06-2020,10:35:02,401,0.03,0.04,0.07,3G
7011143196,192.41.250.123,9313,98.129.154.156,3871,126.106.67.79,61076,466902214133,8564469772,11-06-2020,16:33:38,16-06-2020,01:32:40,784,0.0,0.08,0.08,3G
7011143196,172.19.17.245,3121,13.21.15.87,3082,129.4.16.203,443,586995562370,7739709402,10-06-2020,22:08:06,16-06-2020,20:21:07,927,0.08,0.08,0.16,2G
7011143196,10.101.214.76,1717,17.99.23.16,7362,89.171.122.108,8081,249740645527,9022077819,10-06-2020,09:38:21,19-06-2020,05:53:41,741,0.08,0.04,0.12,3G
7011143196,172.19.76.111,1712,210.56.49.109,3318,121.20.38.186,5242,282941070920,8130500421,10-06-2020,13:01:35,20-06-2020,02:31:13,474,0.06,0.0,0.06,2G
7011143196,172.26.106.255,5337,25.49.191.237,782,219.101.135.99,40020,360431970858,9365471913,16-06-2020,23:48:15,20-06-2020,02:09:16,503,0.02,0.06,0.08,2G
7011143196,172.28.68.31,5857,162.95.211.239,6688,121.143.188.36,443,425048639723,7093687847,16-06-2020,16:54:41,16-06-2020,22:48:23,615,0.05,0.03,0.08,3G
7011143196,172.16.57.144,2225,83.203.105.2,5705,226.103.205.91,61076,779751272976,9364621435,17-06-2020,22:55:20,19-06-2020,05:25:00,389,0.04,0.09,0.13,3G
7011143196,192.53.62.104,3918,251.141.94.16,4805,105.184.233.197,40023,994268612946,9306232451,01-06-2020,17:32:00,04-06-2020,16:25:39,435,0.09,0.05,0.14,3G
7011143196,192.207.100.76,5095,15.214.64.178,9263,75.238.118.120,993,775749417644,7815645160,13-06-2020,04:25:04,19-06-2020,20:49:02,916,0.07,0.0,0.07,3G
7011143196,192.27.50.73,7460,56.106.66.78,3677,113.170.223.196,8017,924265820566,8167451959,16-06-2020,23:20:44,19-06-2020,21:51:13,258,0.06,0.0,0.06,2G
7011143196,10.149.57.66,3051,62.9.204.99,2597,252.230.47.183,40017,541680854282,8717993614,18-06-2020,05:47:31,18-06-2020,06:27:00,233,0.03,0.09,0.12,2G
7011143196,172.20.17.231,659,160.54.128.162,339,45.64.216.67,40005,942280229986,7957294997,15-06-2020,15:23:08,18-06-2020,10:03:52,710,0.02,0.0,0.02,2G
7011143196,172.31.145.18,6423,199.213.39.188,720,143.186.79.123,8009,743212972004,8872976576,04-06-2020,07:18:27,17-06-2020,09:02:42,926,0.0,0.04,0.04,2G
7011143196,172.22.137.194,7475,89.181.139.164,512,39.147.161.165,8013,313927682828,7397597000,11-06-2020,02:03:28,15-06-2020,18:08:33,960,0.04,0.05,0.09,2G
7011143196,172.19.90.25,8054,150.148.94.155,4229,194.187.184.194,40017,733392185939,7881486674,16-06-2020,05:49:12,16-06-2020,17:15:34,344,0.05,0.04,0.09,3G
7053711318,172.26.95.20,6061,221.109.237.126,5661,170.154.199.19,58128,448204524832,9113785641,03-06-2020,09:42:17,08-06-2020,14:40:21,911,0.0,0.08,0.08,3G
7053711318,192.11.224.109,5846,17.80.84.112,4805,114.56.206.162,5222,908902980187,8086967112,09-06-2020,11:06:21,16-06-2020,16:04:40,764,0.07,0.06,0.13,3G
7053711318,192.13.128.77,3972,90.243.76.211,4417,89.250.52.174,40031,151147562492,9426619573,10-06-2020,12:07:57,11-06-2020,16:36:42,897,0.09,0.04,0.13,2G
7053711318,192.109.127.27,6046,255.179.119.122,7499,240.213.88.48,40001,697423756438,7052008899,03-06-2020,22:41:43,16-06-2020,10:31:46,291,0.01,0.06,0.06999999999999999,2G
7053711318,192.118.87.80,4300,42.37.103.195,4470,71.207.215.108,8025,916873524455,7511934544,20-06-2020,18:35:06,20-06-2020,19:54:56,553,0.05,0.04,0.09,2G
7053711318,192.83.74.148,4454,135.78.185.247,8876,185.56.54.198,993,433793150733,8983755464,06-06-2020,13:37:32,18-06-2020,05:09:43,691,0.03,0.0,0.03,2G
7053711318,10.89.60.207,3281,58.104.117.81,2798,3.191.32.85,8080,743223769941,7547762919,10-06-2020,03:31:12,18-06-2020,08:39:41,524,0.09,0.05,0.14,3G
7053711318,192.219.138.197,5054,211.119.42.9,8711,132.232.253.124,443_,317721618608,7861316628,08-06-2020,23:53:23,10-06-2020,12:27:25,957,0.07,0.06,0.13,2G
7053711318,10.115.239.10,1035,28.159.211.235,819,24.71.54.164,443_,639742260340,7711304207,02-06-2020,04:24:47,06-06-2020,01:05:21,739,0.09,0.01,0.09999999999999999,2G
7053711318,172.22.24.78,5513,18.1.210.92,6376,201.232.229.118,8025,376433630407,7651276359,02-06-2020,07:27:33,06-06-2020,04:04:52,800,0.0,0.08,0.08,2G
7053711318,10.187.32.3,333,97.156.229.118,6983,27.219.26.221,5228,612096140624,8864040659,15-06-2020,09:55:24,16-06-2020,03:22:44,623,0.08,0.0,0.08,3G
7053711318,192.181.80.61,2606,216.151.14.97,1727,204.148.163.179,5242,717197499173,7261335174,01-06-2020,22:11:05,10-06-2020,17:23:22,502,0.05,0.09,0.14,3G
7053711318,172.29.83.3,5179,6.54.222.168,7085,82.44.9.31,40020,295589380695,7080384030,17-06-2020,03:02:31,17-06-2020,03:45:37,625,0.05,0.06,0.11,3G
7053711318,10.220.38.100,1314,194.6.240.7,4445,63.93.122.105,5222,185040018113,7770823158,06-06-2020,03:51:23,20-06-2020,11:12:43,363,0.06,0.05,0.11,2G
7053711318,172.29.208.191,2685,70.180.198.133,2049,239.233.212.20,49152-65535,387148326999,7592043640,05-06-2020,10:45:22,08-06-2020,12:15:08,564,0.01,0.0,0.01,3G
7053711318,172.25.137.150,2529,37.248.171.126,8115,155.67.22.93,3478-3481,148346379174,9570947616,03-06-2020,07:01:01,03-06-2020,10:57:44,644,0.08,0.08,0.16,2G
7053711318,192.151.213.248,3089,105.251.131.254,7178,117.17.161.219,40017,260565478523,7366846236,06-06-2020,07:20:06,07-06-2020,07:11:44,854,0.05,0.09,0.14,2G
7053711318,192.121.129.125,1990,197.248.18.189,4361,183.250.161.74,443,877332344255,8093431765,10-06-2020,10:11:14,18-06-2020,03:03:16,758,0.02,0.04,0.06,2G
7053711318,10.193.231.254,500,86.127.213.16,3043,195.13.196.132,8024,357471170336,8516937216,16-06-2020,08:47:59,17-06-2020,20:31:29,973,0.06,0.03,0.09,3G
7053711318,172.26.107.238,6381,199.81.6.69,2111,67.196.156.46,8013,915112748283,7073799220,15-06-2020,16:19:33,17-06-2020,15:51:14,442,0.04,0.0,0.04,2G
7053711318,192.159.146.127,2077,138.132.73.152,8085,219.200.173.34,40004,559764983143,9231578705,16-06-2020,09:29:39,16-06-2020,12:48:28,223,0.06,0.07,0.13,3G
7053711318,172.16.43.66,7758,223.216.161.189,5176,156.65.14.199,443_,859732696668,8156055649,12-06-2020,02:50:40,14-06-2020,15:03:11,440,0.05,0.06,0.11,2G
7053711318,192.107.155.152,3043,151.145.173.45,4009,153.59.30.6,61076,472825207804,7577309165,09-06-2020,11:46:17,13-06-2020,17:18:16,319,0.05,0.01,0.060000000000000005,2G
7053711318,192.53.119.54,2731,35.81.135.200,6010,230.94.43.240,40029,401817393760,9708966687,06-06-2020,13:28:37,15-06-2020,19:23:55,913,0.05,0.07,0.12000000000000001,2G
7053711318,10.144.18.221,9615,195.85.240.210,9107,43.122.49.136,40026,785915234448,9311912707,15-06-2020,13:29:46,18-06-2020,05:24:38,803,0.06,0.08,0.14,2G
7053711318,10.123.251.36,7251,185.101.121.166,8576,19.35.113.184,8009,114522844281,9504273957,13-06-2020,10:30:40,20-06-2020,00:38:04,533,0.04,0.09,0.13,3G
7053711318,172.30.14.1,39,246.230.137.210,1117,154.30.54.244,8013,900637418359,9665306025,04-06-2020,08:14:20,04-06-2020,15:54:58,806,0.09,0.07,0.16,2G
7053711318,10.216.166.194,9537,212.90.89.148,4521,159.110.100.95,5223,207853249599,7205612795,05-06-2020,22:09:59,19-06-2020,20:42:05,742,0.01,0.02,0.03,3G
7053711318,10.182.45.133,6419,59.12.72.45,4054,129.119.9.248,4244,632087240660,7615284288,19-06-2020,17:31:32,20-06-2020,17:54:35,505,0.06,0.03,0.09,3G
7053711318,10.8.34.212,180,36.76.45.159,1178,67.60.122.191,443_,786258332281,9689493705,16-06-2020,15:03:24,19-06-2020,01:52:21,476,0.03,0.09,0.12,3G
7053711318,192.36.85.118,3912,120.60.26.242,9986,147.165.73.131,40031,915515253652,8464119674,05-06-2020,11:34:10,05-06-2020,22:45:26,943,0.07,0.08,0.15000000000000002,3G
7053711318,172.31.80.5,362,145.124.141.2,7401,57.12.209.108,8024,294863129102,8716872400,12-06-2020,17:43:36,14-06-2020,18:49:55,278,0.06,0.09,0.15,3G
7053711318,10.196.217.222,4318,5.211.54.179,4293,90.251.235.210,51637,784710216190,8587769529,01-06-2020,18:25:36,11-06-2020,18:08:38,311,0.06,0.04,0.1,2G
7053711318,192.107.203.124,2122,163.27.202.186,4062,68.241.67.16,5228,726205547973,7955675317,19-06-2020,06:10:45,20-06-2020,08:26:06,742,0.05,0.01,0.060000000000000005,3G
7053711318,10.17.186.111,7246,33.186.130.109,9195,216.76.200.122,40023,392797163306,9383809835,19-06-2020,11:27:18,20-06-2020,13:36:17,183,0.06,0.03,0.09,2G
7053711318,172.17.157.151,500,84.20.191.31,7013,117.201.253.233,40005,868556031301,7868058103,09-06-2020,07:21:59,18-06-2020,12:06:09,168,0.0,0.01,0.01,2G
7053711318,172.17.45.173,148,195.193.223.110,9733,164.130.153.24,58128,452816695645,8291086687,12-06-2020,16:02:09,15-06-2020,14:15:25,978,0.07,0.04,0.11000000000000001,3G
7053711318,172.18.146.119,4153,199.180.20.23,535,243.114.108.217,8024,725522259944,7663618563,15-06-2020,08:29:45,16-06-2020,16:16:13,320,0.04,0.05,0.09,2G
7053711318,10.132.227.22,167,170.162.244.80,7521,64.133.111.249,8003,644271072885,7127595918,20-06-2020,10:45:42,20-06-2020,13:43:51,307,0.04,0.03,0.07,3G
7053711318,10.147.14.112,4327,241.75.62.144,3088,236.15.112.190,3478-3481,865829845033,9913856159,01-06-2020,01:57:00,17-06-2020,20:11:48,648,0.01,0.01,0.02,3G
7053711318,10.12.150.72,9770,218.21.217.8,9627,86.107.158.212,40017,809788817604,9856100114,17-06-2020,08:16:47,20-06-2020,04:17:33,263,0.01,0.08,0.09,3G
7053711318,192.127.61.108,1729,224.101.18.22,8370,94.184.191.188,40004,561524700269,7484165654,11-06-2020,04:00:36,13-06-2020,15:23:04,101,0.06,0.0,0.06,3G
7053711318,192.210.103.49,6621,180.239.244.116,4426,168.27.63.40,40017,692166830463,9427587822,01-06-2020,09:00:30,15-06-2020,23:06:51,264,0.05,0.04,0.09,3G
7053711318,192.110.247.202,5947,169.24.72.185,1922,221.148.252.148,8081,234404359207,9855692172,17-06-2020,14:18:37,18-06-2020,22:55:37,913,0.05,0.01,0.060000000000000005,3G
7053711318,192.221.20.155,2553,230.0.195.209,9104,202.155.85.191,4244,919635336564,8400389053,03-06-2020,15:22:13,06-06-2020,01:52:31,988,0.02,0.03,0.05,2G
7053711318,192.137.154.71,532,94.27.27.193,1402,242.207.206.48,40001,464469878789,7280095066,13-06-2020,08:55:28,18-06-2020,01:57:19,516,0.05,0.03,0.08,2G
7053711318,172.19.2.17,7992,243.228.148.118,4606,34.136.121.109,40020,802738399731,8374791718,19-06-2020,03:54:33,20-06-2020,02:47:44,757,0.01,0.02,0.03,2G
7053711318,10.66.10.226,9776,132.91.86.122,9475,75.232.109.161,8013,202474729850,7468814112,10-06-2020,03:44:24,20-06-2020,02:06:54,852,0.01,0.06,0.06999999999999999,3G
7053711318,172.20.95.221,8943,159.78.134.137,5046,116.225.248.43,5242,719162700790,8306430890,19-06-2020,14:11:21,20-06-2020,07:41:24,278,0.05,0.05,0.1,3G
7053711318,172.31.68.67,8871,26.20.223.123,6435,212.197.136.194,8024,807646570330,8998556500,12-06-2020,15:03:03,13-06-2020,06:44:54,245,0.04,0.05,0.09,2G
