Caller,Receiver,Date,Time,Duration,TowerID,IMEI
7190266192,8669845468,20-06-2020,10:59:08,37,40493-903-1565601,118338351731851
7190266192,7931893370,13-06-2020,06:27:00,45,40493-39045-62303,962489935201836
7190266192,8954296500,20-06-2020,02:23:13,76,40493-503-52514049,970630192469516
8171167598,9736346188,11-06-2020,03:47:12,32,40493-903-37951,886577647250189
8171167598,8763440769,13-06-2020,07:01:39,48,40493-503-51255555,298136731054297
8171167598,9041471577,15-06-2020,20:07:03,19,40478-30976-22813,424932078267563
8171167598,9217826663,05-06-2020,17:50:57,82,40493-7192-58912,628506998757253
8171167598,7267807662,12-06-2020,17:29:15,78,40478-41081-10756137,664302748850077
8171167598,8770083442,14-06-2020,18:02:32,32,40478-4101-33057,819850837132897
8171167598,8343187217,01-06-2020,03:54:24,48,40493-903-1520850,975108212386050
9998315563,7154290770,14-06-2020,17:47:29,75,40493-7192-58912,783064822686287
9998315563,7161205731,13-06-2020,00:08:25,45,40458-2141-14053,582936537491978
9998315563,9213487347,04-06-2020,09:46:08,74,40467-61301-33011,739014794129398
9998315563,8350925266,05-06-2020,09:11:45,10,40467-61302-43981,174471670792688
9998315563,8176533060,16-06-2020,12:06:24,10,40478-33141-20599442,851731507954836
9998315563,9530253902,09-06-2020,21:59:52,22,40467-1164-10423,816673837953907
9998315563,9367001021,19-06-2020,17:20:47,13,40458-2131-13202,135935957871107
9998315563,8748742366,18-06-2020,01:37:17,36,40493-503-52514049,697789341474387
9998315563,8978659684,11-06-2020,16:00:26,8,40467-61821-1213899,954224774295837
8567956640,9019961866,01-06-2020,10:35:11,72,40493-903-1515704,938106754899704
9932083571,7340496772,02-06-2020,05:04:07,51,40478-33081-20206507,137819496312112
9932083571,9315745635,04-06-2020,09:08:17,4,40467-61302-43981,227044055266618
9932083571,7931893370,08-06-2020,00:49:46,17,40478-4101-33057,737130008406824
9932083571,7316057546,14-06-2020,10:57:03,90,40493-7193-51732,902217530452193
9932083571,9213487347,08-06-2020,03:33:24,90,40478-33031-19878507,951097622128480
9932083571,8748742366,10-06-2020,11:18:34,42,40478-35501-12362,963195804813523
9932083571,8040315838,13-06-2020,20:52:46,17,40478-33081-20206916,738110184307525
9932083571,8433526836,04-06-2020,06:17:47,41,40493-7207-27476,168110760072213
9932083571,9278822497,16-06-2020,13:33:56,52,40493-903-1543479,631570331522645
8505384888,8902240216,12-06-2020,05:00:55,49,40467-61301-33011,482220575695750
8505384888,9270116186,10-06-2020,00:10:26,53,40478-33081-20206797,818036481741002
8505384888,7650607931,15-06-2020,10:59:18,13,40493-1150-38313,599837311431268
8505384888,7190266192,03-06-2020,18:14:24,72,40493-2193-38661,978267851273581
8505384888,7581033199,02-06-2020,08:07:57,94,40478-4101-33057,899653263431160
8505384888,8257366063,04-06-2020,05:41:17,33,40493-2186-24872,347233822259739
8505384888,8770083442,04-06-2020,00:10:08,24,40493-1150-38981,807012453527082
8505384888,9511069599,14-06-2020,03:23:04,18,40467-61302-34282,145661134473186
8791961679,8569852722,09-06-2020,13:49:23,95,40478-35501-12362,937389743863360
8791961679,7117512524,04-06-2020,14:18:24,72,40493-903-1564901,874843928997399
7847828320,9711336238,18-06-2020,05:46:50,55,40458-2131-13202,715490561908269
7847828320,7742774453,04-06-2020,22:47:57,26,40493-903-37951,466584706355027
7847828320,8639292086,18-06-2020,23:04:10,18,40493-2186-24872,569009725555919
7847828320,8756694485,16-06-2020,07:38:07,43,40478-20001-13129828,032377964628631
7847828320,8350925266,12-06-2020,02:15:10,23,40493-6002-3082,028916330903529
7847828320,8102142826,11-06-2020,08:00:09,41,40493-39045-62303,006609354098448
7847828320,7703552164,06-06-2020,11:06:56,4,40493-903-1515704,403512172295962
7847828320,7117512524,20-06-2020,13:16:50,89,40493-903-37951,875169184457263
7847828320,8071687275,13-06-2020,13:18:05,83,40467-61301-49601,830949191137323
8355185232,9456530624,06-06-2020,13:11:09,58,40493-39045-62303,738550912847051
8355185232,9511069599,04-06-2020,16:39:34,12,40493-7207-38374,082140958779812
9701066867,7460537449,02-06-2020,21:56:33,98,40478-38004-10762,204650982993296
9701066867,9868354680,14-06-2020,14:36:04,49,40478-33141-20599442,433994305109663
7011143196,9483121084,05-06-2020,20:25:51,57,40478-33081-20206916,310874565010998
7011143196,7154290770,16-06-2020,09:07:01,82,40478-33081-20206916,207752247534621
7011143196,8599307910,10-06-2020,09:59:08,78,40493-1150-38313,463405306402807
7011143196,9270116186,19-06-2020,07:05:02,10,40478-35000-11332,346394636937766
7011143196,7316057546,15-06-2020,12:35:19,16,40478-38004-11872,228832479493843
7011143196,8176533060,20-06-2020,16:10:30,44,40478-35000-11332,534394411993134
7011143196,8102142826,07-06-2020,15:10:19,42,40493-2186-24872,397602464144950
7011143196,8548021168,20-06-2020,12:05:05,83,40493-6002-7189,918668498947890
7011143196,9932083571,14-06-2020,00:30:54,90,40493-7207-36822,553043349939823
7619556780,9736346188,12-06-2020,04:54:18,73,40493-7192-58912,427233885168557
7619556780,7303986079,17-06-2020,05:32:00,8,40493-503-52514049,614930769541616
7619556780,7190266192,01-06-2020,15:58:14,69,40493-7193-51732,128941665660921
7619556780,7267807662,02-06-2020,04:54:15,73,40493-2193-24061,446220004529374
7619556780,7267807662,05-06-2020,10:15:58,90,40458-1507-2647,859177387909853
7619556780,9071950027,15-06-2020,04:09:48,49,40467-61301-49601,714809591806478
9707275148,7117512524,16-06-2020,05:21:04,47,40467-61302-34282,994614366268145
9707275148,7211407706,04-06-2020,09:09:21,65,40493-7195-23957,995628383935250
9707275148,9991636437,05-06-2020,06:42:34,48,40467-61302-43882,831661523220295
9707275148,9404161064,17-06-2020,02:18:18,6,40478-33031-19878507,992688894226768
9707275148,7217467582,17-06-2020,14:53:36,29,40493-1150-38252,024506590634073
9707275148,9456530624,03-06-2020,21:40:17,16,40458-1507-2647,096002593511309
9707275148,8350925266,16-06-2020,09:03:17,39,40493-903-39849040,786283583943618
9707275148,9270116186,15-06-2020,00:01:22,34,40493-39045-38201,802737796005723
9707275148,9850579143,13-06-2020,20:20:13,53,40478-38011-11723,535937648670107
8341403859,7630969835,10-06-2020,02:16:04,69,40478-35501-12362,196383425999742
8341403859,9835872997,03-06-2020,13:26:49,89,40493-6002-61303,959805608776386
8341403859,9260583568,12-06-2020,04:50:02,51,40493-39045-62303,623991704788164
8341403859,9041471577,05-06-2020,02:35:14,64,40478-41081-10788394,188293278564481
8341403859,9736346188,17-06-2020,10:32:46,14,40458-5001-19728129,562536384644174
8341403859,9486701129,20-06-2020,10:36:44,92,40493-6002-3082,019344828999683
8341403859,7154290770,06-06-2020,23:15:46,99,40478-38009-10112,807072248904495
8341403859,7682094506,16-06-2020,03:28:38,90,40458-3091-20259866,821169760740820
9972715224,8350925266,15-06-2020,16:53:34,14,40478-33081-20206507,160862383510894
9972715224,7847828320,13-06-2020,20:42:07,37,40493-503-52514049,296719021259693
9972715224,8444917888,08-06-2020,01:31:06,70,40478-33031-19916115,373034838614886
9972715224,8770083442,18-06-2020,16:00:51,12,40478-33081-20206486,010503859707278
9972715224,7213448628,02-06-2020,14:19:23,87,40493-1150-38981,548724679804211
9972715224,7117512524,04-06-2020,01:44:23,89,40458-3091-20262085,821507452852878
9972715224,8639292086,13-06-2020,21:36:41,36,40478-4101-33057,247138416895507
9972715224,9367001021,16-06-2020,10:54:06,100,40478-38009-10112,282563300406117
9972715224,8027709164,20-06-2020,11:00:52,63,40478-38004-10493,720108760992439
9972715224,9824296580,20-06-2020,12:28:49,8,40478-35500-10093,915083626321769
7230137725,9109709886,06-06-2020,14:47:08,45,40478-30976-22813,866585261188015
7230137725,7630969835,14-06-2020,10:36:19,46,40478-35000-11332,299104231818778
7230137725,9456530624,05-06-2020,07:05:37,36,40478-41081-10788394,456774642512001
7230137725,7526013341,13-06-2020,16:22:28,38,40493-903-38141,752326204223104
7230137725,7703552164,14-06-2020,16:58:40,6,40493-903-1565601,971391911829537
7230137725,8050749782,18-06-2020,10:54:47,88,40493-6002-3082,601512770308359
7230137725,9850579143,17-06-2020,22:40:00,96,40467-61301-49601,458772866247168
7230137725,9260583568,16-06-2020,21:05:58,29,40493-7193-23613,704991906381762
9456530624,9850579143,14-06-2020,19:07:49,80,40467-61302-43981,848450099187604
9456530624,8890158005,07-06-2020,17:10:56,82,40478-33031-19877446,921705889369510
9456530624,8444917888,19-06-2020,14:21:27,40,40478-38011-11723,750005009796364
9456530624,7154290770,04-06-2020,10:04:27,57,40493-7193-51732,882459252965329
9848809678,8447933794,15-06-2020,05:30:12,62,40478-38011-10032,260978410903660
7117512524,9972715224,08-06-2020,07:42:17,89,40478-30932-10371,700578462636648
7117512524,9449663872,18-06-2020,09:02:21,50,40478-38009-10982,746104387494032
7117512524,8920462184,01-06-2020,03:28:48,25,40478-33081-20206797,201024245131876
7117512524,8588359195,09-06-2020,18:52:52,56,40493-7195-52982,293458900368673
7117512524,9026634120,09-06-2020,21:28:06,96,40493-6002-29967,222104245143710
9260583568,8505384888,13-06-2020,08:19:55,60,40478-38004-10493,111433478928177
9260583568,8505384888,14-06-2020,06:44:24,96,40478-33081-20206797,799323337500832
9260583568,9010382514,08-06-2020,04:06:25,19,40493-1150-38252,720497381145357
9260583568,8171167598,11-06-2020,16:38:41,12,40493-1150-58271,818545455186698
9260583568,8929413069,11-06-2020,23:40:25,36,40467-4105-14307,996167401282018
9260583568,9868354680,20-06-2020,14:50:09,45,40478-41081-10830122,571677637192807
9260583568,7303986079,08-06-2020,15:18:00,66,40478-35501-12362,818527685716628
9260583568,8389360536,05-06-2020,15:13:17,52,40467-61302-43882,288462271182355
9260583568,9932083571,11-06-2020,03:19:38,2,40467-61301-49601,715140145603107
9074636167,9785829899,03-06-2020,00:44:39,54,40467-61301-33012,515248768655457
9074636167,8612724460,06-06-2020,15:11:29,14,40478-38010-11022,107393977564512
9074636167,9616692777,05-06-2020,21:06:41,20,40493-1150-38252,639113134650198
9074636167,7337194074,17-06-2020,17:21:32,28,40478-33031-19916115,913471045209071
9074636167,7337194074,16-06-2020,23:55:01,17,40478-41081-10962474,398229440833331
9074636167,7267853125,01-06-2020,15:12:34,2,40467-1108-46161,962570230109609
9074636167,7742774453,18-06-2020,11:47:43,41,40458-3091-20261857,748325019323201
9074636167,9837467178,03-06-2020,09:59:34,41,40467-61302-43981,955265800201823
9074636167,8341403859,07-06-2020,16:40:39,52,40467-1108-46161,336903354365623
8045631188,8966091963,12-06-2020,09:00:48,49,40467-61302-34282,776708209224408
8045631188,9807239435,20-06-2020,08:55:49,77,40493-903-1564901,300469449478925
8045631188,8751633832,11-06-2020,10:47:13,17,40478-40081-10786859,711802531885416
8045631188,8072381678,09-06-2020,00:15:37,43,40478-30932-10371,867863510165083
8045631188,7687533998,13-06-2020,10:45:07,66,40478-35501-12362,451090942912576
8045631188,9449333683,07-06-2020,23:29:43,10,40493-903-1543479,555958945025143
8045631188,9316215026,05-06-2020,17:28:46,29,40493-7192-25958,651511026572326
8045631188,9804922317,08-06-2020,22:47:09,23,40467-61302-43882,895117755518918
8585591545,9868354680,01-06-2020,15:44:10,54,40478-33081-20206916,532527228553874
8585591545,8433526836,18-06-2020,08:02:59,2,40478-41081-10962474,478391574256564
8585591545,9701066867,18-06-2020,03:52:32,41,40493-903-1537295,434929792117978
8585591545,9367001021,09-06-2020,15:18:51,49,40458-3091-20262085,696760465396566
8585591545,9616692777,20-06-2020,08:57:51,49,40493-6002-39621,851125508370387
8585591545,9217826663,19-06-2020,09:57:59,15,40493-7192-58912,331042652546276
8585591545,8102142826,13-06-2020,15:04:23,23,40493-7195-23957,003005271958716
8585591545,7316057546,08-06-2020,19:43:01,74,40458-2131-13181,776654170530885
8585591545,8791961679,09-06-2020,16:55:46,69,40493-39045-62303,099404230414302
8585591545,7011143196,03-06-2020,05:03:32,19,40478-38009-11721,882181518618360
8344102744,8102142826,04-06-2020,14:20:02,50,40478-33081-20206916,997112124144898
8344102744,9189441329,16-06-2020,13:43:33,10,40493-903-37951,055470663248258
8344102744,8489285528,16-06-2020,10:20:05,49,40458-2131-13052,758736084634619
8377051706,7277332847,11-06-2020,17:59:46,71,40458-3091-20261857,924358390562116
8377051706,7161205731,19-06-2020,13:16:54,84,40493-903-1564901,701638902548474
8377051706,8072381678,10-06-2020,13:02:01,32,40493-39045-62303,108531456660794
8377051706,9392984334,18-06-2020,05:40:04,97,40493-7192-30206,316187810863930
8377051706,8978659684,20-06-2020,10:00:22,91,40493-903-39849040,993385459484406
8377051706,9701066867,01-06-2020,07:15:53,78,40478-30976-22813,147742541175733
8377051706,9971454042,17-06-2020,04:06:30,77,40458-3091-20259866,973329105432331
9270116186,9998315563,14-06-2020,19:06:55,7,40458-3091-20261816,707949068029858
9270116186,8325549000,01-06-2020,15:52:56,28,40458-1507-2647,081280481880124
9270116186,9340552262,01-06-2020,14:53:19,85,40478-41081-10830122,894223431325721
9270116186,7364521847,09-06-2020,02:38:03,66,40478-33141-20599442,541491862307964
9270116186,7467068957,07-06-2020,11:37:58,50,40478-41081-10788394,156416466670484
9270116186,7630969835,02-06-2020,00:16:04,59,40467-61301-33012,376961859389900
9270116186,9260583568,18-06-2020,15:43:42,75,40478-33081-20206916,754598798224500
9270116186,8343187217,06-06-2020,01:49:42,5,40493-903-39849040,385892386404507
9270116186,9804922317,18-06-2020,22:42:38,15,40493-7207-36822,324879534309012
9270116186,8389360536,12-06-2020,17:36:24,50,40493-2186-24872,546088982771552
9650815465,9486701129,13-06-2020,09:44:36,49,40493-903-1509547,837235760706511
9650815465,9367001021,12-06-2020,01:20:01,76,40478-38009-10982,060593410988960
9650815465,9332849295,08-06-2020,23:24:35,2,40478-4101-33057,319620230645725
9650815465,7230137725,04-06-2020,23:04:07,99,40478-38004-11872,756792219184137
9650815465,8954296500,10-06-2020,12:08:07,74,40478-42081-10755882,926105715210451
9650815465,7011143196,09-06-2020,11:26:27,4,40493-7192-25958,534219274252851
9650815465,7303986079,18-06-2020,01:32:49,47,40478-38004-10493,085945016550027
9650815465,7340496772,04-06-2020,03:03:50,14,40493-903-39849040,408063574869543
9650815465,9314765823,05-06-2020,04:30:28,93,40493-2186-24872,902663622374120
7137000788,8763440769,10-06-2020,13:43:01,18,40478-30976-22813,510350782311910
7137000788,9561282480,17-06-2020,03:55:22,23,40478-35000-11332,793822577907857
7137000788,8585591545,15-06-2020,05:22:15,94,40478-33031-19877446,665280170067425
7137000788,9736346188,19-06-2020,00:17:20,47,40493-1150-38261,660272615111422
7137000788,8505384888,16-06-2020,05:25:42,53,40493-903-37951,048712651308839
7137000788,8143436696,03-06-2020,04:46:10,70,40478-38004-11872,502636782517985
7137000788,8117293520,08-06-2020,23:31:41,7,40493-6002-61303,113218283892264
7137000788,9270116186,01-06-2020,16:00:32,59,40493-6002-29967,452177275868015
7137000788,9213487347,08-06-2020,00:38:33,12,40478-33031-19878507,465690446086375
7497965432,9486701129,12-06-2020,08:04:32,58,40493-503-52514049,536976915157306
7497965432,8511073884,20-06-2020,12:18:08,98,40478-41081-10830122,421724879189838
7497965432,7337194074,08-06-2020,18:53:04,30,40478-33081-20206507,164465027397853
7497965432,8770083442,02-06-2020,03:33:42,71,40493-1150-58271,818799613416700
7497965432,9314765823,15-06-2020,13:31:01,68,40458-5001-19728129,591017658620523
7497965432,7526013341,07-06-2020,11:41:04,67,40467-4105-14307,846859072234926
7497965432,8171167598,12-06-2020,22:25:42,18,40493-7192-58912,599351954722120
8890158005,9780775032,17-06-2020,20:55:30,19,40467-1108-46161,229440415499781
8890158005,8220775093,11-06-2020,03:22:32,47,40458-2131-13202,892004657459065
8890158005,8220775093,03-06-2020,16:33:42,38,40493-6002-29967,004638540707207
8890158005,9316215026,10-06-2020,11:21:28,89,40478-7195-38202,387826645086436
8890158005,8920462184,15-06-2020,05:18:43,50,40467-61301-33011,483040993821869
8890158005,8208686731,16-06-2020,02:04:01,35,40478-38004-10493,316407714786287
8890158005,7117512524,16-06-2020,14:49:57,33,40458-2131-13052,485999325905706
8890158005,7230137725,15-06-2020,01:37:53,27,40458-2131-13181,571431347548221
8890158005,8377051706,04-06-2020,10:41:16,99,40458-3091-20261816,855657644439919
8890158005,8443673197,16-06-2020,06:02:31,37,40467-61302-43873,970773484755870
8639292086,7190266192,09-06-2020,14:58:18,89,40458-3091-20260037,517252954739639
8639292086,8612724460,09-06-2020,15:55:12,43,40478-30976-22813,691357487215533
8639292086,9848809678,02-06-2020,11:58:01,43,40478-33081-20206486,886933611583264
8639292086,8669845468,19-06-2020,19:00:17,34,40458-4101-10489,883563802461962
8639292086,8257366063,06-06-2020,00:22:47,55,40493-6002-61303,210039488505293
8639292086,9894000650,01-06-2020,23:21:01,5,40478-33081-20206916,077593357012541
8639292086,9904792737,13-06-2020,12:13:57,10,40478-38009-11721,455656067633962
8639292086,7313039157,18-06-2020,20:30:02,81,40478-7195-38202,662040297249605
8639292086,7460537449,13-06-2020,03:02:21,53,40493-7193-23613,071936358021193
8639292086,7161205731,13-06-2020,00:30:36,89,40467-61301-33011,642533920232737
9807239435,7190266192,14-06-2020,10:19:18,60,40493-7207-36822,870889649662831
9807239435,9926287888,12-06-2020,00:32:26,28,40458-2131-13181,016602354409260
9807239435,8232880919,17-06-2020,07:44:11,8,40478-35500-10093,248255936035025
9807239435,7878418974,01-06-2020,16:10:43,57,40478-38010-12233,279747576412145
9807239435,7574480443,04-06-2020,06:57:42,33,40493-2186-24872,403960333447306
9807239435,7364521847,16-06-2020,19:36:12,50,40467-1164-10423,286224586978752
7267853125,9926287888,08-06-2020,19:17:48,65,40478-35500-10093,432192673586972
7267853125,9785829899,12-06-2020,02:55:42,82,40493-7192-25958,950579472657503
7267853125,8578614940,18-06-2020,08:35:14,12,40493-1150-38981,676558769866968
7267853125,8072381678,11-06-2020,10:58:44,41,40467-61301-49601,615676559231055
7267853125,7564707885,12-06-2020,15:32:02,27,40493-6002-29967,673098965820108
7267853125,7508630221,18-06-2020,20:19:37,94,40478-38011-11723,722687786259619
7267853125,9372534747,06-06-2020,01:57:54,22,40478-33081-20206916,790632968259587
7267853125,7526013341,11-06-2020,04:35:32,35,40478-35501-12362,478174914430229
7267853125,7129784200,08-06-2020,12:56:23,8,40478-40081-10786859,257831640507682
7526071978,9217826663,07-06-2020,20:10:13,54,40493-903-1520850,001516531851235
7526071978,9837467178,18-06-2020,21:31:35,93,40493-903-1520850,082093666515918
7526071978,8725920346,07-06-2020,22:45:27,88,40478-38004-10493,897569696963624
7526071978,7966891402,04-06-2020,09:26:06,55,40458-3091-20260516,255587254542050
7526071978,7230137725,17-06-2020,10:06:40,67,40478-4101-33057,589269989308213
7526071978,9998315563,05-06-2020,02:36:38,100,40478-38010-11022,120070820863721
9561282480,9716196520,13-06-2020,14:16:17,71,40493-903-1509547,364007553481720
9561282480,9449333683,17-06-2020,07:29:15,65,40478-35000-11332,138458912574550
9561282480,8929413069,10-06-2020,22:39:17,25,40493-7207-27476,701860037801559
9561282480,9249094540,03-06-2020,12:03:08,77,40493-7207-36822,771305858680321
9561282480,9868354680,20-06-2020,19:22:55,44,40478-33081-20206916,296856046259454
9561282480,8007977426,18-06-2020,21:45:46,52,40478-33081-20206916,336841701062064
7997309601,7154290770,18-06-2020,07:28:52,85,40493-903-1565601,288613313884939
7997309601,8978659684,10-06-2020,21:58:45,12,40478-33031-19878507,866459904953615
7997309601,7011143196,18-06-2020,21:50:04,74,40458-3091-20261816,970004914045447
7997309601,7458049295,16-06-2020,23:50:06,76,40478-33081-20207247,713948476186951
7997309601,8639292086,19-06-2020,22:49:54,55,40458-1507-2647,071403738525673
8142775235,9041471577,12-06-2020,01:25:59,75,40493-2193-24061,237277498891993
8142775235,9340552262,17-06-2020,00:39:25,78,40458-3091-20262085,155887006590503
8142775235,7117512524,17-06-2020,02:18:41,14,40478-35000-11332,226219902803678
7797304716,8343187217,07-06-2020,04:25:47,57,40493-6002-29967,756599261864136
7797304716,9004607595,10-06-2020,04:22:30,20,40493-1150-38313,378524675718717
7797304716,7650607931,06-06-2020,21:30:07,42,40493-7193-23613,979264965980787
7797304716,8962812945,06-06-2020,03:46:16,30,40478-38011-11723,193177903452696
7797304716,9449333683,10-06-2020,12:12:45,78,40458-3091-20261685,274047700998541
7797304716,7966891402,10-06-2020,09:07:57,59,40493-7207-27476,677355153651889
7797304716,9850579143,16-06-2020,19:24:19,55,40478-41081-10962474,991213690626859
7630969835,9315745635,16-06-2020,01:01:37,35,40467-1164-10423,218605539820701
7630969835,7650607931,01-06-2020,16:51:49,12,40467-61301-33012,827586902456965
7630969835,8027709164,11-06-2020,08:17:53,45,40467-61302-34282,562387161094359
7630969835,8325549000,13-06-2020,08:14:11,24,40467-61821-1213899,802689272507565
7630969835,9652464363,17-06-2020,12:28:33,6,40467-61302-43512,238444873222398
7630969835,9972715224,08-06-2020,02:29:26,66,40458-3091-20259817,848622141538224
7630969835,8824403719,10-06-2020,09:40:29,70,40493-6002-7189,367263241418348
7630969835,8791961679,07-06-2020,23:53:29,99,40478-38004-10493,892585144624908
8548021168,7154290770,03-06-2020,16:17:19,10,40478-20001-13129828,619033902616770
8548021168,9367001021,10-06-2020,06:55:00,96,40478-38004-11872,941198269743658
8548021168,8176533060,02-06-2020,23:22:17,82,40493-903-1565601,686668553185171
8548021168,8599307910,18-06-2020,14:47:42,32,40458-3091-20261685,150636046968988
8548021168,9716196520,18-06-2020,08:57:20,10,40458-1507-2647,802095211500589
8548021168,8489285528,04-06-2020,01:02:29,48,40467-61302-43873,625684639731871
8548021168,8578614940,13-06-2020,04:19:52,56,40458-3091-20261685,958297279215580
8548021168,8232880919,19-06-2020,10:33:16,15,40467-61301-49601,350016770186863
9736346188,7303986079,15-06-2020,12:14:23,76,40478-33081-20206507,385092265494889
9736346188,9617435579,01-06-2020,06:47:53,90,40467-61302-43981,038981833364549
9736346188,8444917888,18-06-2020,10:13:04,83,40467-61302-43873,688774973744206
8756694485,9807239435,14-06-2020,10:32:52,41,40458-4101-10489,395613101133059
8900607066,8007977426,11-06-2020,06:09:43,85,40493-1150-38313,983076543144962
8900607066,8650807946,20-06-2020,17:58:57,28,40493-903-1543479,331355414077584
8900607066,8791961679,19-06-2020,12:09:38,19,40493-7195-23957,803700436455729
8900607066,9926287888,10-06-2020,07:01:56,3,40478-42081-10755882,170323149833448
8900607066,7230137725,17-06-2020,16:29:28,87,40493-7193-23613,959796295399632
9392984334,9617435579,02-06-2020,02:51:15,8,40478-30976-22813,003724945866731
7574480443,8377051706,04-06-2020,17:14:39,56,40478-7195-38202,134036635085460
7574480443,8377051706,05-06-2020,20:40:18,33,40493-39045-62303,687667199325120
7574480443,8171167598,11-06-2020,11:18:34,81,40493-6002-7189,673860008357065
7574480443,8751633832,18-06-2020,19:56:38,79,40458-2131-13202,597938423731609
7574480443,7053711318,05-06-2020,03:43:51,93,40467-61302-34282,309059179356365
9213487347,7460537449,07-06-2020,00:12:18,32,40493-6002-61303,433279454355431
9213487347,9340552262,12-06-2020,00:30:09,41,40478-35500-12111,900965703756092
9213487347,7526071978,18-06-2020,11:31:06,23,40478-41081-10830122,498046498327235
9213487347,9780775032,07-06-2020,03:04:00,23,40493-903-1543479,865036713304501
8764288408,8325549000,05-06-2020,14:12:57,47,40493-1150-38252,894877163502946
8764288408,7178431275,03-06-2020,17:42:59,19,40493-503-52514049,398209232557944
8764288408,8763440769,04-06-2020,20:10:51,1,40493-503-52198145,794868827120962
9837467178,9650815465,14-06-2020,12:13:57,38,40493-503-52198145,758735850917200
9530253902,9071950027,18-06-2020,07:12:37,45,40467-61302-43873,907114891423927
9530253902,8176533060,04-06-2020,09:15:44,24,40478-38011-11723,920908320395185
9963086594,9804922317,05-06-2020,09:21:44,64,40478-38004-11872,240062862229933
9963086594,8045631188,09-06-2020,15:04:00,95,40493-1150-38261,637073271875751
9963086594,8748742366,13-06-2020,06:31:04,78,40493-6002-39621,676115440896943
9963086594,7847828320,12-06-2020,20:59:59,73,40467-1164-10423,214294757261854
9963086594,9486701129,05-06-2020,05:09:28,83,40467-61301-49601,961338108442244
9963086594,9019961866,01-06-2020,17:39:37,57,40478-20001-13129828,739747386692054
9963086594,9189441329,20-06-2020,20:40:25,67,40493-7207-38374,806364469316022
9963086594,9449333683,15-06-2020,18:10:20,65,40458-3091-9363,045524494261175
9963086594,9971454042,19-06-2020,07:26:29,25,40493-903-1537295,234997494429766
7277332847,9189441329,14-06-2020,01:06:42,21,40493-2193-24061,931709803430377
7277332847,8443673197,12-06-2020,16:56:30,40,40478-20001-13129828,049987115697734
7467068957,8176533060,20-06-2020,05:35:33,67,40493-903-37951,404576830637763
7460537449,7166623764,07-06-2020,09:52:16,92,40458-3091-20261816,486422974808412
7460537449,8567956640,17-06-2020,05:13:35,93,40478-33081-20207247,574468184160185
7460537449,8586724007,06-06-2020,07:37:09,35,40478-33081-20206797,692097379590297
7460537449,9807239435,20-06-2020,14:32:44,80,40478-38009-10112,976539935560889
