IMEI,Private IP,Private Port,Public IP,Public Port,Dest IP,DEST PORT,MSISDN,IMSI,Start Date,Start Time,End Date,End Time,CELL_ID,Uplink Volume,Downlink Volume,Total Volume,I_RATTYPE
7053711318,10.250.232.60,5712,224.68.11.73,5647,177.68.224.99,40032,997396992844,9112939854,17-06-2020,21:57:30,20-06-2020,16:07:10,424,0.08,0.0,0.08,2G
7053711318,10.247.179.193,8554,143.97.106.62,8797,207.60.4.17,7275,317714830266,7134497090,12-06-2020,19:48:37,13-06-2020,21:22:20,891,0.08,0.0,0.08,3G
7053711318,10.180.190.243,9738,45.69.169.147,6005,54.43.55.157,8017,591378223582,9428550831,18-06-2020,01:41:33,20-06-2020,13:37:49,389,0.01,0.09,0.09999999999999999,3G
7053711318,172.22.98.227,1268,205.42.114.111,2186,212.0.120.255,40034,658780822869,9269778023,12-06-2020,09:06:28,14-06-2020,19:03:00,727,0.08,0.08,0.16,2G
7053711318,10.208.105.106,469,88.216.231.35,8162,44.197.67.1,443,964874346300,8375853646,02-06-2020,09:21:50,09-06-2020,13:57:42,253,0.07,0.01,0.08,3G
7053711318,10.186.51.19,459,212.123.77.14,1819,253.215.90.205,8013,288378104458,9619575840,11-06-2020,15:22:04,19-06-2020,19:29:55,403,0.06,0.0,0.06,3G
7053711318,10.124.0.203,8511,162.60.12.198,4921,117.162.71.199,40034,641579817755,8768926379,11-06-2020,13:11:23,16-06-2020,04:47:24,617,0.06,0.06,0.12,2G
7053711318,10.25.236.122,7647,166.44.52.121,3859,155.205.180.51,4244,292914191517,8171030155,08-06-2020,23:33:12,17-06-2020,09:50:21,672,0.06,0.09,0.15,3G
7053711318,192.149.209.2,8364,248.108.99.221,869,110.147.41.64,8017,552078985005,8152410814,06-06-2020,16:02:45,17-06-2020,23:05:54,847,0.09,0.05,0.14,3G
7053711318,172.27.177.41,428,217.201.153.253,4330,80.219.145.229,5223,327549681911,7889662331,08-06-2020,11:27:47,12-06-2020,02:56:11,966,0.08,0.0,0.08,2G
7053711318,172.25.213.114,6320,36.174.96.158,2296,96.77.108.11,58128,880233442186,9740617326,05-06-2020,07:03:13,18-06-2020,15:54:56,239,0.09,0.04,0.13,2G
7053711318,10.70.126.138,9962,214.136.211.210,5587,113.121.57.155,8081,128214898391,9641755989,12-06-2020,05:20:05,12-06-2020,08:40:18,973,0.08,0.01,0.09,3G
7053711318,10.135.97.23,951,72.91.137.245,9820,144.122.249.45,80,973171363814,9855096361,16-06-2020,04:04:48,16-06-2020,22:35:17,110,0.02,0.02,0.04,2G
7053711318,192.224.190.239,9771,164.55.163.77,2064,164.242.177.7,40005,134159580441,9716512187,11-06-2020,16:21:08,20-06-2020,17:54:11,535,0.02,0.0,0.02,3G
7053711318,10.53.226.54,664,179.75.190.177,8046,215.88.219.94,8027,709987538493,8366996820,14-06-2020,06:58:10,14-06-2020,19:23:46,552,0.07,0.07,0.14,3G
7053711318,172.27.185.42,7547,76.193.120.59,7354,204.129.154.124,8024,839650531223,8095236400,14-06-2020,20:36:38,20-06-2020,11:31:51,955,0.08,0.01,0.09,3G
7053711318,172.20.232.180,3219,13.221.191.252,2070,140.63.251.89,61076,818848138433,9510055469,03-06-2020,22:18:02,06-06-2020,13:16:41,317,0.05,0.06,0.11,2G
7053711318,10.218.248.134,5098,16.38.86.15,5727,151.79.84.208,8025,364495730411,8919133231,13-06-2020,23:49:46,16-06-2020,19:12:45,829,0.0,0.05,0.05,3G
7053711318,10.47.69.208,8831,14.226.130.107,5307,164.58.196.77,443,502260340938,9427310657,14-06-2020,18:46:55,18-06-2020,18:53:13,458,0.08,0.01,0.09,2G
7053711318,10.87.24.169,6081,27.158.207.97,167,229.81.65.84,40031,568509500340,9564494678,09-06-2020,05:23:40,15-06-2020,00:40:34,309,0.05,0.04,0.09,3G
7053711318,10.196.4.203,4016,252.129.211.208,464,135.195.100.99,143,171439997671,9395487877,15-06-2020,15:49:48,18-06-2020,00:08:16,372,0.09,0.04,0.13,2G
7053711318,10.103.188.111,5607,18.61.29.142,2572,45.6.11.196,8009,218040647008,7680872586,19-06-2020,09:47:22,20-06-2020,12:05:41,646,0.02,0.04,0.06,2G
7053711318,10.135.68.210,4152,130.252.86.228,702,117.31.110.71,40023,911197084324,7109407090,04-06-2020,04:07:56,20-06-2020,10:58:52,650,0.04,0.09,0.13,3G
7053711318,192.231.235.27,9738,241.71.89.40,9219,224.139.143.241,5228,581699908149,9297750040,09-06-2020,21:54:14,13-06-2020,05:45:25,886,0.09,0.01,0.09999999999999999,2G
7053711318,10.123.84.63,5637,183.250.103.127,5172,77.111.186.13,40020,358435826038,9970901300,03-06-2020,22:20:06,10-06-2020,04:43:59,178,0.09,0.06,0.15,3G
7053711318,10.89.56.123,9783,15.160.222.223,3771,22.67.2.159,40020,903105649666,7179874745,13-06-2020,12:48:50,19-06-2020,04:07:10,814,0.06,0.08,0.14,3G
7053711318,172.25.61.125,5850,55.179.240.215,5224,86.206.51.160,40034,870198275511,9525533939,02-06-2020,13:23:58,20-06-2020,10:07:30,729,0.06,0.01,0.06999999999999999,3G
7053711318,172.24.112.204,8547,130.184.145.229,1272,14.233.179.43,51637,465908812810,9975313424,05-06-2020,11:42:04,18-06-2020,22:06:22,147,0.03,0.06,0.09,3G
7053711318,192.155.84.29,5749,105.120.97.237,3392,118.58.164.100,8080,829317045010,9285526112,05-06-2020,05:25:32,09-06-2020,11:15:30,467,0.06,0.0,0.06,3G
7053711318,192.13.84.199,9712,37.28.103.46,5382,136.208.130.40,8017,747083319888,8916014322,17-06-2020,10:01:50,19-06-2020,23:18:21,924,0.06,0.09,0.15,3G
7053711318,172.25.150.41,1731,144.60.125.225,665,113.229.37.99,40023,139152963802,8265896513,04-06-2020,08:27:50,10-06-2020,03:16:02,978,0.02,0.03,0.05,2G
7053711318,10.20.138.232,8134,246.133.24.230,2007,225.220.28.141,58128,498928739989,9006792361,11-06-2020,10:43:57,17-06-2020,04:36:27,977,0.05,0.04,0.09,2G
7053711318,192.68.202.55,9047,137.216.60.144,6214,109.143.119.5,40005,504170196451,7940713655,01-06-2020,17:15:09,03-06-2020,15:44:30,821,0.03,0.06,0.09,3G
7053711318,192.131.112.57,1900,109.216.225.14,3138,126.92.41.16,4244,265857967414,9712007221,04-06-2020,06:50:30,16-06-2020,18:14:01,230,0.0,0.09,0.09,3G
7053711318,172.24.63.253,9596,131.114.153.45,1865,88.163.216.128,443,963005764655,7618398856,08-06-2020,10:14:24,16-06-2020,02:16:33,584,0.01,0.01,0.02,2G
7053711318,172.16.242.25,9425,95.158.93.119,9791,242.219.116.152,40001,969207607149,8298293976,04-06-2020,01:12:05,16-06-2020,02:15:43,363,0.02,0.04,0.06,3G
7053711318,172.29.18.165,1316,183.6.34.42,976,65.87.84.190,4244,714804523461,7477954859,10-06-2020,14:22:07,18-06-2020,22:59:06,118,0.03,0.0,0.03,3G
